2,00:00:00.86
3,00:00:03.84
4,00:00:18.56
5,00:00:34.31
6,00:01:05.04
7,00:01:36.86
9,00:05:15.729
10,00:07:49.780
11,00:09:46.867
12,00:12:23.911
17,00:47:33.69
